@relation CombinePD-CO

@attribute Total_Left numeric
@attribute Total_Right numeric
@attribute PD-Yes-Control-No {Yes,No}

@data
991.21,0,No
995.28,0,No
996.6,0,No
998.58,0,No
1002.43,0,No
1001.22,0,No
998.36,0,No
997.37,0,No
1000.34,0,No
996.49,0,No
994.73,0,No
988.24,0,No
991.21,0,No
984.72,0,No
978.12,0,No
974.82,0,No
972.29,0,No
970.42,0,No
963.82,0,No
955.68,0,No
942.81,0,No
931.48,0,No
928.95,0,No
922.68,0,No
916.63,0,No
907.94,0,No
901.89,0,No
895.29,0,No
880.33,15.73,No
864.05,56.21,No
843.37,271.26,No
804.87,413.16,No
757.13,560.89,No
693.66,694.65,No
620.4,807.51,No
533.72,849.31,No
440.22,879.67,No
339.35,906.18,No
244.09,948.75,No
151.8,993.63,No
98.89,1047.64,No
58.96,1092.3,No
38.39,1129.92,No
24.86,1154.34,No
7.59,1160.28,No
6.05,1166.22,No
6.05,1164.46,No
4.51,1158.3,No
2.97,1143.01,No
2.97,1117.93,No
0,1098.13,No
0,1074.81,No
0,1054.13,No
0,1042.47,No
0,1029.82,No
0,1023.22,No
0,1018.93,No
0,1016.62,No
0,1012.55,No
0,1015.85,No
0,1030.26,No
0,1034,No
0,1040.6,No
0,1049.62,No
0,1065.13,No
0,1072.72,No
0,1077.89,No
0,1083.72,No
0,1092.96,No
0,1096.15,No
0,1100.22,No
0,1105.17,No
0,1112.54,No
0,1112.76,No
0,1120.57,No
0,1120.02,No
0,1118.37,No
0,1115.73,No
0,1117.82,No
0,1115.29,No
0,1113.53,No
0,1111.77,No
0,1107.26,No
0,1105.5,No
0,1093.84,No
0,1083.39,No
0,1080.75,No
0,1073.05,No
0,1069.75,No
0,1057.54,No
6.93,1048.96,No
37.18,1031.69,No
108.68,1017.28,No
259.49,989.34,No
323.51,960.74,No
435.93,922.57,No
549.45,869.22,No
706.2,809.71,No
801.24,738.54,No
863.83,654.61,No
895.07,566.72,No
905.63,474.87,No
918.61,377.74,No
936.21,270.49,No
952.38,177.76,No
965.14,106.15,No
977.79,58.85,No
988.57,33.66,No
985.16,14.41,No
992.2,7.7,No
988.57,5.06,No
979.77,5.06,No
968.33,5.06,No
966.46,5.06,No
962.5,5.06,No
958.98,5.06,No
959.86,5.06,No
963.05,5.06,No
969.21,5.06,No
974.82,0,No
975.59,0,No
977.35,0,No
985.05,0,No
988.9,0,No
990.22,0,No
997.92,0,No
1001.33,0,No
1004.74,0,No
1011.89,0,No
1008.15,0,No
1012.66,0,No
1010.9,0,No
1009.14,0,No
1007.49,0,No
1003.09,0,No
1005.07,0,No
1003.64,0,No
1001.55,0,No
998.03,0,No
991.54,0,No
989.56,0,No
979.44,0,No
972.29,0,No
965.58,0,No
956.45,0,No
953.59,0,No
946.33,0,No
942.48,0,No
941.16,0,No
930.71,0,No
922.13,0,No
911.02,0,No
904.09,0,No
901.89,0,No
901.12,0,No
892.21,0,No
889.57,0,No
882.31,13.97,No
861.85,55.55,No
844.03,250.14,No
815.1,390.17,No
780.67,514.91,No
736.56,654.28,No
685.41,733.48,No
616.66,779.68,No
530.2,814.88,No
434.5,845.02,No
352.77,865.7,No
275.77,892.1,No
206.03,921.69,No
127.05,963.93,No
75.79,998.25,No
44.66,1028.06,No
28.6,1055.78,No
11.33,1070.85,No
2.97,1085.37,No
0,1097.36,No
2.97,1104.29,No
0,1105.28,No
0,1101.43,No
0,1091.86,No
0,1082.73,No
0,1073.27,No
0,1064.58,No
0,1060.4,No
0,1053.47,No
0,1051.27,No
0,1044.23,No
0,1042.58,No
0,1035.76,No
0,1031.25,No
0,1029.38,No
0,1023.22,No
0,1025.42,No
0,1034.66,No
0,1034,No
0,1038.51,No
0,1048.96,No
0,1062.38,No
0,1066.01,No
0,1075.58,No
0,1082.62,No
0,1086.14,No
0,1101.21,No
0,1100.77,No
0,1111.33,No
0,1113.09,No
0,1105.83,No
0,1107.15,No
0,1105.39,No
0,1104.95,No
0,1094.61,No
0,1084.16,No
0,1072.06,No
0,1058.64,No
0,1055.23,No
0,1045.11,No
0,1039.28,No
11.55,1015.74,No
48.73,1002.1,No
160.38,983.07,No
291.94,950.84,No
395.56,924.66,No
525.25,877.47,No
681.23,820.27,No
774.07,756.25,No
841.61,676.94,No
901.01,589.93,No
935.33,507.32,No
949.63,419.87,No
961.4,333.63,No
978.45,233.53,No
1000.56,226.38,No
1017.72,91.08,No
1037.63,48.62,No
1047.97,23.76,No
1053.69,7.7,No
1061.5,5.06,No
1060.73,5.06,No
1059.3,0,No
1053.03,0,No
1043.57,0,No
1034.33,0,No
1029.49,0,No
1028.06,0,No
1019.92,0,No
1016.07,0,No
1012.11,0,No
1013.54,0,No
1010.57,0,No
1006.83,0,No
1003.86,0,No
1009.36,0,No
1010.79,0,No
1014.31,0,No
1015.85,0,No
1016.29,0,No
1019.92,0,No
1020.69,0,No
1028.39,0,No
1033.89,0,No
1039.39,0,No
1042.8,0,No
1048.3,0,No
1053.8,0,No
1055.01,0,No
1058.31,0,No
1059.63,0,No
1056.55,0,No
1050.61,0,No
1039.83,0,No
1031.03,0,No
1022.23,0,No
1006.94,0,No
994.29,0,No
989.56,0,No
980.87,0,No
972.07,0,No
957.11,0,No
942.04,0,No
920.04,0,No
895.29,8.69,No
875.05,26.29,No
853.16,79.86,No
828.74,236.5,No
797.72,349.03,No
772.42,458.37,No
742.83,551.76,No
708.73,619.85,No
663.96,694.54,No
618.42,725.78,No
555.72,744.26,No
496.54,746.13,No
428.12,751.41,No
365.53,774.18,No
306.13,794.53,No
251.68,824.78,No
198.44,865.81,No
141.79,909.48,No
103.62,955.57,No
73.92,998.58,No
51.92,1038.51,No
32.23,1071.4,No
18.48,1101.21,No
14.96,1118.15,No
11.44,1129.92,No
11.44,1136.63,No
9.9,1124.53,No
9.9,1118.04,No
9.9,1109.24,No
9.9,1097.25,No
8.36,1091.2,No
8.36,1078.99,No
4.51,1076.13,No
4.51,1070.08,No
2.97,1063.26,No
2.97,1065.46,No
2.97,1064.36,No
2.97,1068.76,No
0,1070.63,No
0,1080.97,No
0,1089.11,No
0,1094.39,No
0,1100.22,No
0,1109.02,No
0,1116.17,No
0,1116.83,No
0,1117.49,No
0,1109.46,No
0,1110.01,No
0,1102.42,No
0,1089.44,No
3.41,1079.54,No
6.82,1067,No
14.19,1056.88,No
19.58,1038.4,No
32.34,1032.68,No
58.74,1021.02,No
106.59,1000.56,No
167.31,990.99,No
219.56,971.08,No
273.79,945.12,No
346.5,905.96,No
441.32,860.2,No
556.05,804.32,No
658.24,741.62,No
734.47,663.08,No
794.53,579.04,No
858.55,497.53,No
918.61,405.13,No
964.59,315.59,No
1005.95,222.64,No
1031.91,145.64,No
1053.36,84.81,No
1072.17,53.13,No
1086.8,31.02,No
1102.97,17.38,No
1114.52,17.38,No
1117.6,17.38,No
1119.8,17.38,No
1115.4,13.97,No
1113.09,11.88,No
1112.87,11.88,No
1110.56,11.88,No
1107.04,11.88,No
1109.46,9.24,No
1113.31,5.06,No
1113.64,9.24,No
1118.92,5.06,No
1122,5.06,No
1124.64,5.06,No
1122.99,0,No
1118.59,5.06,No
1123.1,0,No
1123.87,0,No
1131.13,0,No
1133.66,0,No
1131.9,0,No
1136.3,0,No
1143.45,0,No
1145.43,0,No
1147.63,0,No
1149.83,0,No
1147.85,0,No
1147.52,0,No
1156.43,0,No
1154.12,0,No
1151.48,0,No
1149.28,0,No
1153.24,4.18,No
1153.02,0,No
1147.3,0,No
1151.15,4.18,No
1148.51,4.18,No
1141.14,4.18,No
1137.73,9.24,No
1139.6,9.24,No
1136.52,14.85,No
1138.39,22.44,No
1130.58,28.05,No
1128.93,36.3,No
1123.43,53.35,No
1113.09,85.91,No
1098.24,107.91,No
1083.61,129.25,No
1066.34,145.31,No
1044.78,175.12,No
1025.2,209.66,No
994.51,254.43,No
964.81,313.06,No
929.72,364.87,No
890.45,416.9,No
846.34,471.9,No
798.6,529.43,No
743.16,587.95,No
693.33,644.16,No
648.23,694.43,No
604.89,725.89,No
557.37,746.35,No
509.63,766.81,No
468.6,777.92,No
430.1,795.3,No
400.73,804.76,No
378.4,822.25,No
359.04,834.68,No
342.98,853.38,No
327.58,864.6,No
314.05,883.19,No
300.19,906.18,No
289.85,924.22,No
277.64,948.97,No
266.09,968.44,No
255.75,987.91,No
246.07,1010.57,No
234.52,1028.28,No
222.31,1040.27,No
206.69,1053.36,No
177.87,1063.37,No
169.29,1068.21,No
153.67,1078.44,No
125.84,1090.98,No
112.42,1100.33,No
87.45,1104.62,No
73.48,1124.09,No
52.36,1130.47,No
41.91,1144.99,No
32.23,1145.76,No
26.95,1152.8,No
25.19,1157.42,No
22.55,1159.73,No
20.24,1161.82,No
20.24,1157.97,No
16.06,1162.81,No
14.41,1159.51,No
14.41,1161.38,No
14.41,1158.96,No
14.41,1161.93,No
14.41,1161.93,No
14.41,1164.24,No
14.41,1164.24,No
14.41,1168.86,No
12.65,1171.06,No
14.41,1173.48,No
14.41,1167.98,No
14.41,1172.82,No
14.41,1170.4,No
35.64,1166.88,No
63.14,1164.02,No
75.46,1163.8,No
95.48,1152.47,No
113.52,1144,No
153.01,1133.22,No
176.99,1122.33,No
208.67,1103.19,No
260.7,1090.65,No
296.34,1072.61,No
330.99,1052.7,No
378.62,1027.95,No
436.26,1002.76,No
498.19,966.68,No
548.02,928.4,No
590.48,879.12,No
629.53,826.76,No
666.6,780.12,No
702.24,727.43,No
743.38,674.85,No
779.35,612.59,No
814.55,545.05,No
847.44,491.81,No
885.28,442.31,No
919.82,392.04,No
956.12,347.27,No
986.7,304.15,No
1020.58,253.88,No
1044.12,206.58,No
1062.38,161.04,No
1085.26,116.38,No
1101.43,81.51,No
1115.51,49.39,No
1126.4,36.74,No
1131.35,26.95,No
1131.35,26.95,No
1128.38,22.11,No
1119.69,22.11,No
1117.05,22.11,No
1111.99,22.11,No
1109.24,22.11,No
1105.39,17.05,No
1098.57,17.05,No
1100.77,17.05,No
1098.24,15.29,No
1091.86,17.05,No
1092.08,15.29,No
1091.75,15.29,No
1096.59,15.29,No
1098.9,15.29,No
1101.32,13.2,No
1108.03,15.29,No
1110.56,15.29,No
1110.34,17.05,No
1114.63,15.29,No
1114.96,17.05,No
1117.27,14.96,No
1114.19,14.96,No
1114.3,14.96,No
1103.63,17.05,No
1100.88,14.96,No
1091.64,9.35,No
1082.29,16.72,No
1076.9,16.72,No
1060.07,21.34,No
1049.18,49.83,No
1033.23,75.35,No
1008.04,125.4,No
981.86,212.63,No
938.52,296.45,No
887.92,418.66,No
824.78,532.4,No
748.66,619.63,No
681.78,677.93,No
600.71,713.79,No
550.22,754.05,No
501.49,780.56,No
460.02,801.57,No
413.16,826.32,No
370.81,847.33,No
317.57,877.03,No
258.61,906.62,No
199.54,943.69,No
148.28,986.7,No
103.95,1037.52,No
70.18,1077.78,No
40.26,1117.71,No
29.92,1142.02,No
27.94,1155.99,No
26.4,1167.98,No
24.42,1163.36,No
20.46,1158.85,No
18.92,1147.08,No
18.92,1134.76,No
15.07,1120.46,No
10.34,1104.07,No
10.34,1092.52,No
10.34,1081.08,No
10.34,1072.28,No
10.34,1067.88,No
6.93,1064.58,No
6.93,1068.76,No
4.62,1070.85,No
6.93,1080.64,No
6.93,1084.71,No
4.62,1095.16,No
4.62,1102.64,No
4.62,1115.84,No
4.62,1121.67,No
4.62,1133.88,No
4.62,1138.72,No
4.62,1147.3,No
0,1144.33,No
4.62,1151.7,No
0,1149.06,No
0,1143.78,No
0,1145.87,No
0,1141.69,No
0,1123.54,No
0,1107.59,No
0,1099.12,No
0,1094.72,No
0,1090.43,No
0,1088.89,No
4.62,1084.82,No
6.93,1080.31,No
23.21,1072.06,No
62.37,1049.62,No
166.65,1033.23,No
252.45,1002.43,No
291.72,968.77,No
381.15,923.34,No
534.49,874.28,No
654.72,821.15,No
694.54,754.93,No
731.83,681.12,No
759.33,601.26,No
783.42,526.35,No
809.6,453.86,No
833.91,373.78,No
859.54,277.2,No
887.04,202.73,No
913.22,143.66,No
944.9,99.99,No
967.34,62.26,No
989.56,41.69,No
999.57,28.05,No
1020.14,5.06,No
1029.16,0,No
1035.54,0,No
1035.54,0,No
1037.08,0,No
1033.12,0,No
1031.36,0,No
1029.6,0,No
1028.5,0,No
1025.31,0,No
1026.52,0,No
1025.2,0,No
1032.79,0,No
1033.89,0,No
1041.48,0,No
1040.16,0,No
1043.35,0,No
1046.21,0,No
1044.78,0,No
1043.57,0,No
1040.71,0,No
1038.07,0,No
1035.87,0,No
1029.27,0,No
1035.21,0,No
1034.66,0,No
1026.52,0,No
1023.55,0,No
1025.09,0,No
1017.39,0,No
1014.86,0,No
1012.44,0,No
1008.48,0,No
1001.66,0,No
999.9,0,No
991.1,0,No
981.42,0,No
979.88,0,No
971.96,0,No
962.39,0,No
949.52,0,No
938.52,0,No
941.38,0,No
937.64,0,No
931.04,0,No
929.83,8.69,No
927.63,28.05,No
907.94,105.49,No
884.62,319.77,No
852.72,427.13,No
805.09,563.53,No
748.55,681.34,No
680.68,748,No
604.78,775.94,No
510.51,793.1,No
420.53,826.65,No
327.91,865.92,No
240.57,902.44,No
174.57,940.94,No
112.53,974.93,No
71.72,1007.05,No
49.39,1029.27,No
26.62,1048.96,No
12.98,1069.97,No
7.59,1079.76,No
7.59,1092.19,No
6.05,1099.56,No
4.51,1093.62,No
4.51,1086.91,No
2.97,1078.11,No
0,1067.55,No
0,1061.83,No
0,1055.12,No
0,1046.54,No
0,1043.46,No
0,1033.01,No
0,1014.2,No
0,1009.25,No
0,1001.22,No
0,992.31,No
0,985.49,No
0,982.96,No
0,979.44,No
0,983.18,No
0,979.77,No
0,985.05,No
0,984.94,No
0,992.64,No
0,1005.07,No
0,1024.98,No
0,1036.53,No
0,1048.85,No
0,1068.21,No
0,1075.36,No
0,1086.14,No
0,1095.49,No
0,1099.78,No
0,1102.97,No
0,1106.71,No
0,1103.3,No
0,1100.88,No
0,1104.18,No
0,1102.64,No
0,1109.79,No
0,1103.63,No
0,1094.61,No
0,1088.12,No
6.93,1075.25,No
41.8,1049.62,No
102.08,1017.06,No
207.9,979.44,No
250.03,925.87,No
336.27,869.88,No
456.72,805.31,No
664.84,721.93,No
792.11,640.09,No
875.93,549.23,No
942.15,454.3,No
982.85,346.06,No
1012.77,233.2,No
1034.88,150.81,No
1065.13,93.61,No
1081.63,55.88,No
1093.07,30.69,No
1094.83,5.06,No
1093.4,5.06,No
1085.26,0,No
1072.61,0,No
1052.81,0,No
1031.8,0,No
1010.24,0,No
995.94,0,No
981.86,0,No
964.15,0,No
953.26,0,No
944.13,0,No
937.97,0,No
927.41,0,No
923.45,0,No
921.36,0,No
915.42,0,No
918.06,0,No
920.37,0,No
921.03,0,No
925.32,0,No
926.09,0,No
930.49,0,No
926.42,0,No
931.15,0,No
927.19,0,No
927.52,0,No
928.07,0,No
923.89,0,No
924.55,0,No
922.9,0,No
919.38,0,No
918.06,0,No
914.54,0,No
913.55,0,No
913.55,0,No
908.71,0,No
905.74,0,No
900.24,0,No
891.66,0,No
890.45,0,No
891.77,0,No
890.56,0,No
887.59,0,No
884.4,0,No
868.45,0,No
839.19,5.17,No
817.08,37.95,No
786.39,182.05,No
748.88,407.99,No
706.42,514.91,No
646.03,690.36,No
565.29,817.19,No
471.02,878.35,No
374.33,909.04,No
283.58,942.26,No
191.07,968.77,No
120.01,1007.93,No
77.88,1045.22,No
49.72,1086.03,No
27.06,1117.93,No
13.64,1145.43,No
0,1158.74,No
0,1158.85,No
0,1168.2,No
0,1152.8,No
0,1140.7,No
0,1130.91,No
0,1112.1,No
0,1097.25,No
0,1077.78,No
0,1060.07,No
0,1045.77,No
0,1041.81,No
0,1027.29,No
0,1025.31,No
0,1018.93,No
0,1024.43,No
0,1020.58,No
0,1016.95,No
0,1017.39,No
0,1022.12,No
0,1026.85,No
0,1026.52,No
0,1031.58,No
0,1039.06,No
0,1045.33,No
0,1050.06,No
0,1055.23,No
0,1061.61,No
0,1065.46,No
0,1072.39,No
0,1081.08,No
0,1094.17,No
0,1099.34,No
0,1107.81,No
0,1108.69,No
0,1107.15,No
0,1104.51,No
0,1094.39,No
0,1094.17,No
0,1094.83,No
0,1096.26,No
0,1086.03,No
4.62,1075.14,No
18.59,1059.96,No
64.57,1043.24,No
259.05,1021.79,No
360.69,984.5,No
466.18,938.08,No
594.77,884.29,No
671.22,809.71,No
771.21,733.37,No
859.65,641.41,No
927.52,535.15,No
965.25,435.71,No
1008.81,324.28,No
1049.62,222.64,No
1074.48,138.71,No
1097.14,88.99,No
1117.16,53.24,No
1126.29,32.67,No
1131.13,18.7,No
1131.35,0,No
1132.23,0,No
1118.26,0,No
1106.38,0,No
1089.77,27.5,No
1062.49,0,No
1044.23,0,No
1029.05,0,No
1017.83,0,No
1009.69,0,No
1001.66,0,No
997.7,0,No
989.78,0,No
984.06,0,No
985.27,0,No
986.59,0,No
986.59,0,No
992.31,0,No
996.38,0,No
1005.29,0,No
1007.49,0,No
1011.89,0,No
1006.5,0,No
1011.01,0,No
1006.28,0,No
1005.73,0,No
1006.83,0,No
1003.75,0,No
999.79,0,No
995.5,0,No
989.01,0,No
989.01,0,No
982.52,0,No
978.78,0,No
972.07,0,No
963.05,0,No
956.56,0,No
955.35,0,No
947.21,0,No
939.18,0,No
932.58,0,No
926.2,0,No
928.84,0,No
927.3,0,No
921.69,0,No
913.55,5.17,No
901.67,31.57,No
883.08,180.4,No
851.07,422.18,No
805.53,563.97,No
744.48,715.33,No
680.02,802.56,No
596.75,860.42,No
500.83,875.6,No
400.62,897.05,No
300.96,926.42,No
213.4,966.68,No
140.36,1009.25,No
83.71,1053.03,No
53.68,1093.29,No
34.87,1110.23,No
21.34,1134.76,No
12.98,1143.89,No
7.59,1152.91,No
7.59,1154.34,No
6.05,1147.96,No
4.51,1136.19,No
2.97,1119.58,No
2.97,1102.75,No
0,1088.89,No
0,1072.61,No
0,1048.52,No
0,1035.43,No
0,1030.04,No
0,1013.76,No
0,1003.09,No
0,998.47,No
0,995.94,No
0,993.3,No
0,990.77,No
0,995.72,No
0,995.61,No
0,997.92,No
0,1003.2,No
0,1010.24,No
0,1013.32,No
0,1016.84,No
0,1024.65,No
0,1025.86,No
0,1038.18,No
0,1041.04,No
0,1044.89,No
0,1054.68,No
0,1058.97,No
0,1072.72,No
0,1077.67,No
0,1087.13,No
0,1095.6,No
0,1100.55,No
0,1101.76,No
0,1098.24,No
0,1103.41,No
0,1105.83,No
0,1106.38,No
0,1106.49,No
0,1106.49,No
0,1093.95,No
0,1078.77,No
23.21,1065.79,No
75.57,1041.26,No
261.36,1006.94,No
343.2,964.59,No
446.27,911.68,No
569.03,847.77,No
664.84,777.59,No
771.87,691.57,No
874.72,598.95,No
946.77,504.9,No
982.41,394.35,No
1008.92,273.9,No
1031.8,179.3,No
1043.02,116.38,No
1065.13,69.52,No
1069.64,46.53,No
1071.84,21.23,No
1075.25,5.06,No
1072.94,0,No
1064.8,0,No
1053.8,0,No
1043.24,0,No
1026.19,0,No
1007.27,0,No
991.1,0,No
981.64,0,No
972.95,0,No
967.45,0,No
967.67,0,No
961.18,0,No
961.62,0,No
957,0,No
955.9,0,No
951.94,0,No
953.48,0,No
956.89,0,No
958.76,0,No
955.46,0,No
957.55,0,No
956.56,0,No
956.12,0,No
957.66,0,No
950.4,0,No
946.88,0,No
943.25,0,No
938.85,0,No
936.1,0,No
936.32,0,No
929.83,0,No
929.72,0,No
927.63,0,No
919.82,0,No
919.27,0,No
915.31,0,No
904.75,0,No
895.29,0,No
885.83,0,No
883.74,0,No
881.32,0,No
878.68,0,No
876.7,0,No
865.26,0,No
856.02,19.25,No
834.68,62.59,No
815.65,312.84,No
782.32,440.33,No
735.35,586.3,No
674.63,739.97,No
595.54,890.89,No
499.84,936.1,No
413.38,947.21,No
320.65,960.08,No
221.87,987.8,No
137.94,1022.89,No
86.13,1057.65,No
57.2,1092.96,No
31.9,1120.13,No
14.41,1134.32,No
6.05,1146.31,No
4.51,1155.44,No
4.51,1156.87,No
2.97,1152.36,No
0,1139.82,No
0,1130.8,No
0,1111.55,No
0,1096.81,No
0,1076.24,No
0,1059.41,No
0,1050.17,No
0,1033.67,No
0,1026.3,No
0,1014.64,No
0,1000.23,No
0,995.83,No
0,988.79,No
0,982.08,No
0,978.01,No
0,976.69,No
0,978.01,No
0,988.13,No
0,995.39,No
0,1008.04,No
3.52,1015.19,No
0,1017.61,No
3.85,1037.08,No
0,1045.44,No
0,1051.49,No
0,1057.65,No
0,1072.06,No
0,1079.43,No
0,1091.97,No
0,1096.59,No
0,1103.96,No
0,1108.8,No
0,1114.08,No
0,1109.24,No
0,1111.33,No
0,1107.7,No
0,1104.51,No
0,1102.42,No
0,1098.79,No
4.62,1088.12,No
23.21,1078.11,No
75.57,1049.62,No
243.43,1023.11,No
332.2,978.34,No
433.29,934.56,No
559.9,870.54,No
655.6,806.63,No
751.63,708.18,No
829.95,616.99,No
895.95,515.13,No
932.8,415.8,No
972.51,296.67,No
1010.46,200.75,No
1046.87,126.72,No
1067.22,80.08,No
1079.76,46.86,No
1091.2,31.13,No
1094.61,7.7,No
1093.84,5.06,No
1095.71,0,No
1091.09,0,No
1079.43,0,No
1063.04,0,No
1046.65,0,No
1033.45,0,No
1019.15,0,No
1005.51,0,No
997.15,0,No
990.44,0,No
986.7,0,No
984.94,0,No
980.65,0,No
976.58,0,No
977.24,0,No
977.57,0,No
982.41,0,No
983.62,0,No
988.57,0,No
990.44,0,No
993.85,0,No
998.8,0,No
1000.34,0,No
1000.67,0,No
997.37,0,No
999.79,0,No
996.49,0,No
990.33,0,No
983.84,0,No
977.35,0,No
975.26,0,No
968,0,No
963.38,0,No
956.01,0,No
953.48,0,No
953.37,0,No
955.68,0,No
947.65,0,No
938.63,0,No
931.92,0,No
927.19,0,No
927.41,0,No
920.92,0,No
916.85,3.41,No
903.54,28.05,No
888.8,129.03,No
866.58,387.2,No
826.65,488.95,No
780.12,647.02,No
720.5,734.69,No
638.99,800.36,No
547.25,835.56,No
447.15,863.28,No
347.05,902.99,No
252.45,954.69,No
162.14,997.7,No
97.57,1040.82,No
58.96,1083.28,No
40.37,1112.98,No
23.1,1140.81,No
11.11,1144.22,No
6.05,1155.99,No
4.51,1157.09,No
4.51,1152.47,No
2.97,1142.46,No
0,1130.03,No
0,1104.29,No
0,1092.74,No
0,1072.06,No
0,1051.93,No
0,1039.72,No
0,1024.43,No
0,1010.02,No
0,997.7,No
0,993.74,No
0,987.03,No
0,982.96,No
0,984.5,No
0,984.72,No
0,980.65,No
0,992.09,No
0,1003.86,No
0,1008.59,No
0,1015.3,No
0,1025.09,No
0,1037.96,No
0,1040.38,No
0,1052.15,No
0,1056.44,No
0,1066.56,No
0,1074.81,No
0,1078.44,No
0,1087.68,No
0,1095.05,No
0,1099.34,No
0,1106.49,No
0,1112.65,No
0,1116.5,No
0,1111.66,No
0,1107.7,No
0,1103.19,No
0,1102.42,No
0,1105.5,No
0,1099.12,No
0,1086.14,No
0,1080.31,No
6.93,1062.6,No
39.49,1033.34,No
115.83,1006.94,No
282.92,970.86,No
355.63,921.25,No
465.41,866.47,No
581.46,797.61,No
716.98,720.94,No
801.02,632.61,No
869.66,544.17,No
925.76,438.68,No
960.08,322.74,No
992.86,216.81,No
1031.14,138.71,No
1060.18,84.81,No
1083.06,47.08,No
1095.71,23.87,No
1100.99,7.7,No
1104.51,0,No
1101.87,0,No
1099.34,0,No
1089.88,0,No
1075.47,0,No
1058.31,0,No
1039.83,0,No
1023.44,0,No
1014.42,0,No
1003.75,0,No
997.37,0,No
993.52,0,No
986.81,0,No
982.85,0,No
977.02,0,No
973.39,0,No
973.94,0,No
979.11,0,No
978.45,0,No
985.38,0,No
986.15,0,No
986.92,0,No
996.27,0,No
996.6,0,No
995.61,0,No
999.9,0,No
993.96,0,No
992.31,0,No
990.22,0,No
986.04,0,No
979.66,0,No
973.06,0,No
963.82,0,No
957.33,0,No
955.57,0,No
951.06,0,No
947.1,0,No
936.87,0,No
931.15,0,No
908.27,0,No
904.31,0,No
902.55,0,No
902.77,0,No
898.81,3.41,No
889.46,29.81,No
879.01,161.04,No
854.81,419.76,No
817.41,567.16,No
765.16,722.92,No
695.53,823.35,No
627,906.18,No
528.11,908.82,No
425.7,917.4,No
325.49,936.43,No
226.49,975.26,No
142.23,1010.68,No
85.58,1056.66,No
53.9,1091.2,No
33.11,1108.14,No
14.19,1121.78,No
7.59,1127.61,No
6.05,1134.54,No
6.05,1129.81,No
4.51,1123.54,No
2.97,1108.03,No
2.97,1096.7,No
0,1073.6,No
0,1063.04,No
0,1048.52,No
0,1036.31,No
0,1024.43,No
0,1009.58,No
0,1005.4,No
0,999.35,No
0,1000.45,No
0,992.75,No
0,997.48,No
0,995.28,No
0,999.68,No
0,1003.64,No
0,1002.65,No
0,1014.64,No
0,1013.54,No
0,1024.1,No
0,1029.16,No
0,1031.03,No
0,1032.24,No
0,1040.6,No
0,1039.61,No
0,1046.76,No
0,1051.16,No
0,1059.08,No
0,1065.79,No
0,1075.69,No
0,1085.26,No
0,1091.97,No
0,1105.17,No
0,1115.62,No
0,1114.19,No
0,1118.81,No
0,1116.94,No
0,1117.71,No
0,1124.86,No
0,1122.99,No
0,1120.57,No
0,1108.58,No
16.17,1092.08,No
46.42,1068.1,No
140.8,1043.35,No
284.24,1007.71,No
349.47,958.98,No
449.57,908.16,No
543.29,842.38,No
639.32,769.78,No
696.08,686.18,No
770.77,589.71,No
834.57,493.9,No
886.05,402.05,No
927.63,277.64,No
974.05,192.06,No
1008.04,128.04,No
1033.34,82.17,No
1056,52.91,No
1072.61,28.05,No
1078.44,5.06,No
1082.84,0,No
1080.97,0,No
1079.87,0,No
1067.77,0,No
1054.79,0,No
1042.58,0,No
1033.01,0,No
1025.42,0,No
1023,0,No
1018.27,0,No
1008.81,0,No
1003.53,0,No
997.04,0,No
987.91,0,No
985.6,0,No
987.8,0,No
987.03,0,No
989.67,0,No
986.15,0,No
982.52,0,No
983.29,0,No
984.5,0,No
983.18,0,No
984.5,0,No
980.98,0,No
983.62,0,No
981.86,0,No
977.9,0,No
978.34,0,No
976.47,0,No
974.93,0,No
971.08,0,No
966.9,0,No
959.2,0,No
951.61,0,No
939.29,0,No
930.82,0,No
929.39,0,No
930.05,0,No
932.69,0,No
921.91,0,No
924.22,0,No
913.22,3.41,No
895.18,22.77,No
873.29,88.33,No
840.95,350.57,No
794.75,465.19,No
733.92,628.98,No
674.3,753.61,No
594.99,881.98,No
501.49,911.79,No
388.08,948.31,No
284.79,980.32,No
178.86,1024.65,No
109.67,1062.6,No
69.96,1100.33,No
41.47,1129.59,No
20.79,1147.3,No
9.13,1150.6,No
7.59,1157.64,No
7.59,1154.01,No
6.05,1144.22,No
4.51,1129.48,No
4.51,1108.58,No
2.97,1088.78,No
2.97,1062.6,No
2.97,1048.08,No
2.97,1025.53,No
2.97,1018.6,No
0,1001.22,No
0,986.37,No
0,979.44,No
0,975.48,No
0,970.53,No
0,974.16,No
0,969.21,No
0,972.73,No
0,977.02,No
0,981.09,No
0,987.91,No
0,998.47,No
0,1009.03,No
0,1021.68,No
0,1031.36,No
0,1036.86,No
0,1045.99,No
0,1051.38,No
0,1063.81,No
0,1076.79,No
0,1086.47,No
0,1094.72,No
0,1102.09,No
0,1103.52,No
0,1100,No
0,1091.97,No
0,1091.97,No
0,1089.33,No
0,1094.94,No
0,1094.72,No
0,1089.22,No
0,1079.54,No
13.86,1060.4,No
39.49,1049.95,No
118.36,1023.99,No
297.77,987.47,No
371.58,940.94,No
471.68,877.14,No
562.87,815.65,No
663.19,739.64,No
714.34,652.3,No
757.57,561.11,No
808.5,467.39,No
843.48,367.4,No
882.75,257.29,No
